price day ahead;price actual
41.51;83.04
42.03;84.6
43.99;80.97
47.82;80.41
49.03;76.67
43.99;73.17
50.81;76.08
47;68.98
44.01;64.31
43.4;59.1
43.4;57.25
44.98;56.44
47.73;56.77
48.29;59.44
50.42;60.28
54.09;61.34
54.75;64.74
54.69;67.49
55.44;73
55.44;70.76
54.75;64.98
53.8;60.35
53;61.61
52.49;67.76
51.06;77.95
50;82.73
50.1;80.36
51.76;78.56
51.21;78.05
50;73.04
47.25;66.19
44.5;61.48
41.3;58.87
40.16;56.8
39.74;55.84
40.16;61.18
44.5;73.09
49.69;83.74
51.73;85.93
52.25;90.18
51.48;92.48
51.72;92.51
52.49;92.83
52.97;86.97
51.48;86.17
49.47;84.24
47.4;82.74
45.65;88.39
44.5;94.53
44.57;93.83
49;90.48
49.48;82.37
43.15;78.81
38.68;73.94
50.82;66.64
47.4;62.12
44.68;59.38
44.58;57.07
44.53;55.2
44.51;58.42
44.53;64.92
44.68;76.47
44.68;82.63
50.01;83.2
53.32;84.68
54.52;83.22
54.15;81.46
53.65;79.02
51.97;77.96
50.25;74.29
48.85;73
47;76.81
46.13;83.44
51.07;85.13
59.09;85.39
60.21;80.79
58.08;77.44
53.47;69.19
50.07;64.7
48.47;61.54
44.69;57.28
41.89;57.23
41.39;55.91
39.82;57.79
40.32;64.5
41.12;77.42
41.39;85.79
45;86.79
45.89;88.47
46.61;88.64
48.4;88.32
46.6;87.07
43.4;87.49
41.34;86.36
41.34;86.85
51.47;94.56
61.99;100.58
65.55;100.46
65.89;97.48
65.66;88.81
62.19;87.38
50.64;86.05
71.35;80.84
61.49;71.71
59.91;67.1
53.45;64.31
52.6;62.67
55.59;65.89
56.41;79.63
72.05;87.44
73.8;95.71
74.78;96.76
72.05;96.88
70.62;94.89
66.96;92.24
63.12;89.3
57.74;87.6
57.68;85.16
59.5;85.09
69.53;88.24
75.75;92.43
77.53;91.55
77.59;88.48
71.47;83
70.62;77.54
70.32;74.15
59.2;66.1
53.2;60.84
50.16;57.13
46.34;53.66
43.66;49.86
48.52;54.07
53.09;59.94
59.2;64.87
70.49;78.63
77.09;84.89
78.07;86.58
75.51;84.66
72.94;82.22
70.69;79.51
69.48;78.75
69.07;77.42
70.49;78.68
75.48;83.98
80.15;91.37
85;95.88
85;95.51
81.19;89.99
81.19;88.65
80;87.68
75;82.15
65.13;72.89
59.71;67.51
55.25;63.73
50.01;58.55
52.93;60.75
55.99;63.54
58.03;65.9
58.93;67.89
69.17;75.98
70.49;77.4
69.19;75.35
62.58;69.15
61.23;67.52
59.03;65.53
58.03;65.89
58.03;65.4
63.15;70.65
78.55;87.05
81.79;89.66
78;86.17
76.51;84.57
72.89;80.2
70.31;77.68
64.87;73.26
58.65;68.18
55.08;63.97
51.59;61.73
50;58.97
50;59.44
51;59.99
52.19;61.46
55.19;64.03
57.73;66.51
60.71;68.82
62.08;69.53
58.93;66.88
61.12;68.87
58.53;65.96
57.51;65.55
57.12;65.56
60.1;68.14
71.01;79.71
80;87.53
79.37;86.95
76.55;84.26
75.83;82.75
69.48;76.9
57.29;66.1
51.38;60.14
48.01;56.67
41.89;51.62
40.98;49.02
48.98;56.79
58.01;66.28
67.44;74.29
75.55;84.14
78.33;87.17
79.67;89.39
78.87;88
77.15;86.31
76.5;84.4
72.99;81.81
70.49;78.9
70.25;78.59
74.69;83.31
80.19;90.77
83.69;93.82
83.92;93.54
80;88.89
77.69;85.93
69.48;77.83
62.58;69.03
58.23;67.01
54.06;62.4
51;59.11
50.02;56.75
52.17;59.36
58.83;67.23
71.1;77.52
80.15;88.37
83;91.24
82.51;91.9
80.69;90.38
79.11;88.59
78.33;86.57
75.55;84.27
74.71;83.28
74.71;82.84
78.29;86.87
82.51;93.7
85.01;96.06
85.71;96.02
85;93.89
80;88.66
74.08;82.72
67.88;73.96
62.58;68.74
59.94;65.78
58.96;64.88
57.29;62.85
59.83;65.56
63.1;69.74
78.87;84.84
88.2;95.28
86.12;92.92
86.63;94.71
85;92.92
84;91.91
84.1;91.12
81.17;88.37
81;88.62
81.51;88.92
85.01;92.79
90;103.65
92.01;104.94
92.6;104.28
92.01;101.81
89.22;96.58
85;92.16
80.27;86.48
71.1;77.81
68.1;74.31
67.6;73.82
67.35;73.7
68.1;74.31
75.03;80.9
90;95.39
94;101.78
95;102.51
94;102.77
93.88;103.51
93;101.24
92.73;99.81
94.01;100.95
92;99.14
91.03;98.58
92;100.52
94.22;106.03
95.11;107.12
94;104.82
89.19;98.94
85.46;94.07
81.75;91.93
79.56;87.66
70;79.83
67.47;77.18
67.1;76.69
67.1;76.97
67.88;78.27
75.51;84.71
90;96.29
94.69;105.11
97.5;106.87
97.47;107.49
97.31;107.49
95.09;105.52
94.7;101.52
93.69;100.24
92.84;99.49
91.19;97.87
96.69;106.77
97.19;109.36
98.69;110.63
98.52;110.19
95.03;102.76
94.7;101.3
92.03;98.19
87.6;93.83
78.58;85.72
72.58;79.85
70.5;78.56
69.11;76.79
69.7;77.58
70;76.94
70.49;78.33
75.6;82.95
84;90.05
83.04;89.8
79.56;85.44
78.07;84.73
78.33;84.88
77.51;84.3
74.99;81.59
69.48;76.47
74.2;81.53
90.43;100.55
92.1;102.04
90;97.58
90.6;98.27
86.75;93.72
83.08;90.51
79.28;87.51
72.1;81.67
66.44;74.72
63.16;71.82
60.29;68.55
60.1;68.22
60.71;68.7
61.23;68.78
65.1;72.32
69.02;77.22
72.69;79.47
75;81.64
75.19;81.39
69.48;76.14
66.34;73.2
63.95;70.85
62.52;70.61
67.33;74.52
85.38;93.86
92.12;100.39
92;100.04
86.35;94.27
85.1;92
78.87;86.23
68.84;76.94
65.31;73.71
61.88;68.54
60.4;67.61
60.29;66.85
63;69.66
79.11;86.21
95.01;99.81
93.69;100.29
95.1;101.59
95.1;102.79
93.21;101.15
91.69;100.03
92;98.29
88.93;95.7
85.1;91.63
84.37;90.95
88.74;95.84
93.51;103.26
97;109.85
97.67;109.72
90.76;98.95
86.2;93.73
85.5;93.23
86.83;93.56
77.51;84.18
70.1;76.68
69.69;76.51
69.09;75.72
70;76.54
78.87;86.45
95.01;100.02
95.01;101.75
95.69;101.89
95.69;103.09
95.01;102.63
93.6;101.64
93.69;100.05
89.01;95.79
85.1;92.14
84.08;90.6
90.69;97.53
96.5;108.46
98.61;110.16
99.1;110.16
96.3;103.69
93.71;100.76
90.74;97.56
97.7;103.11
85.03;91.2
79.11;85.5
76.8;83.31
75.18;81.23
76.1;82.36
80.1;85.56
94;99.07
98.01;104.48
98.61;105.74
98.61;106.6
97.35;104.95
96.5;104.28
96;102.64
89.23;96.3
88;94.68
86.75;93.53
93.21;99.67
99.18;110.86
101.7;112.71
101.99;112.81
100.67;111.1
99.18;106.02
96.19;103.21
92.44;97.78
90;96.34
81.69;88.7
78.98;85.53
77.5;84.25
78;84.58
79.49;85.99
89.49;94.04
97.2;103.87
97.2;103.62
94.1;102.29
90.2;98.48
89.23;97.31
88.8;95.43
86.33;93.52
84.98;92.37
84.98;92.13
88.1;95.29
91.19;104.5
93.89;106.24
95.05;104.13
90.2;98.72
88.1;95.42
81.98;89.25
69.49;74.69
64.95;71.33
63.2;68.66
60.71;66.66
60.49;66.14
62.95;68.66
64.5;71.54
79.11;84.63
87;94.04
91.25;101.2
90;101.25
89.4;97.24
82.87;91.73
79.56;86.76
77.28;85.01
75.51;82.77
76.08;83.22
78.55;86.22
84.44;96.21
84.49;95.81
79.56;88.89
76.77;85.95
73.78;82.12
70.3;78.02
60.49;67.93
57.36;64.34
54;60.96
41.62;49.35
40.8;48.46
40.8;47.84
45.13;53.14
49.94;57.58
54.1;61.52
64.08;70.26
69.88;75.92
65.92;72.64
65;71.61
60.98;68.05
60.4;67.19
57.87;64.25
58.69;65.12
61.49;68.17
78.36;86.42
80;87.16
79.56;86.72
79.56;86.57
77.69;84.1
70.25;77.03
60.71;68.81
59.79;67.98
52.72;61.06
47.51;56.61
44;53.43
43.84;54.29
46.16;55.33
49.08;57.93
53.38;61.49
60.71;68.69
66;73.44
66.03;72.8
68;74.9
66.03;72.29
63.15;69.91
60.49;67.08
60.3;67.5
61.49;68.31
75.96;83.71
79.49;86.57
80.04;87.17
80.04;87.05
79.01;85.36
71.15;77.79
59.79;66.62
53.6;61.19
47.1;54.09
44.9;52.05
44.68;52.19
47.72;55.91
54.77;64.55
77.15;83.23
79.1;86.39
79.49;86.92
79.49;88.21
79.1;87.77
78.98;87.73
78.44;86.2
77;84.99
76;83.75
75.51;83.15
78.53;86.14
83.69;95.69
87.08;98.52
84.95;96.38
80.55;89.34
77.69;85.78
74.19;82.37
61.23;68.63
55;63.64
53.3;61.73
52;60.67
50.18;58.59
54;62.65
61.23;69.31
77.15;83.54
78.98;86.39
79.49;87.1
79.99;88.89
79.49;88.15
79.49;88.39
79.89;87.88
79.49;87.48
79.94;87.45
79.99;86.94
80.39;87.68
87.01;100.49
90;102.64
83.69;96.37
80.69;89.65
79.1;87.49
76.64;85.67
54.99;77.85
50.18;68.55
47.1;67.55
45.78;62.31
44.99;61.55
46.9;63.39
50.24;70.68
59.07;82.59
64.98;86.51
65.02;86.41
68.49;88.02
65.99;87.3
65.75;85.86
64.98;83.64
61.19;80.99
59.71;77.67
60.96;74.52
69.19;78.83
72.15;86.47
73.2;88.13
70.11;85.9
64.98;82.35
60.1;71.6
58.78;64.86
41.11;48.85
38.74;46.24
36.94;45.29
32.3;40.19
31.05;38.21
32.66;40.65
39.91;47.65
55.58;61.67
57.19;66.24
59.1;67.9
58.69;69.02
57.66;67.93
57.66;68.21
54.44;63.64
50.9;60.99
47.1;57.09
45.98;55.58
48.8;58.94
56.11;68.15
60.79;72.3
61.23;72.36
60.71;70.79
49.61;59.83
42.12;53.06
52.66;49.7
50.01;43.42
45.62;42.75
43.31;40.87
43.9;40.99
50.01;44.42
52.1;49.59
53.33;62.01
55.43;68.32
55.69;67.23
54.33;66.91
52.81;66.25
51.09;65.27
50.21;64.3
49.29;62.87
48.16;59.5
47.62;57.66
51.32;62.06
54.04;66.62
57.57;68.55
55.28;64.61
53.01;62.08
51.19;53.27
47.86;49.93
41;44.84
37.97;42.62
31.59;40.35
31;41.44
30;40.74
29.84;43
29.84;46.56
30.7;47.27
31.59;51.3
37;58.74
36.8;60.32
33.77;57.25
29.84;57.54
29.33;57.12
29.33;55.01
24.68;54.48
23.31;54.47
26;56.29
29.6;64.07
39.1;71.12
42.22;65.23
50.51;58.8
45.5;58.86
41.2;55.03
52.15;43.71
51.23;41.81
50.84;32.85
49.54;24.2
48.72;20.79
49.54;21.07
51.23;21.19
51.53;22.93
53.09;24.25
53.92;34.26
52.9;43.95
52.02;39.38
52.02;39.48
51.99;39.2
51.37;38.44
51.15;31.09
51.12;32.29
51.23;40.52
51.17;58.46
51.49;67.56
53.16;65.87
55.8;62.66
53.09;59.61
51.23;57.54
54.04;51.98
51.57;47.67
50.37;48.11
50.31;42.54
50.54;41.39
51.57;46.77
54.53;52.42
55.19;59.76
56.08;70.44
56.89;70.36
56.37;70.93
56.08;69
56.2;63.93
55.05;60.47
54.08;59.85
52.1;59.25
51.04;58.55
50.37;60.14
50.54;71.01
50.86;76.83
51.04;78.84
51.84;71.49
50.54;66.45
48.69;59.53
48.69;55.59
44;50.9
41.51;48.73
40.51;47.06
38.97;46.94
38.97;49.86
38.97;56.45
37.39;70.84
37.39;75.34
37.12;76.26
38.05;75.82
41.51;74.26
43.97;71.91
44.5;68.51
44.5;63.27
44;58.8
43.97;58.35
42.73;58.95
42.73;72.12
42.73;74.43
45.07;76.65
48.71;72.48
49.3;69.26
48.79;59.32
52.5;54.19
51.1;48.64
49.71;46.18
48.02;43.34
46.25;43.13
48.02;45
50.42;51.72
50.9;60.9
52.7;69.92
53.27;70.5
52.99;71.84
52.7;69.81
53.84;69.24
53.16;67.99
51.93;64.71
51.76;62.89
51.76;65.02
51.61;69.5
51.61;76.58
50.5;82.24
51.61;83.03
53.53;75.4
51.76;69.93
49.75;68.14
38.49;58.4
37.55;55.82
36.75;52.04
35.6;50.27
35.29;49.13
35.41;53.21
36.55;61.52
36.85;70.94
37.09;74.68
38.49;75.81
38.49;76.55
38.5;76.79
41.48;76.1
44.6;74.32
45;73.62
44.6;73.29
45;74.04
45.19;74.85
49.45;80.23
52.01;86.11
52.98;81.92
53.97;74.54
53.31;70.55
53.31;66.05
50;58.62
44.58;55.74
44.58;52.02
44.58;51.53
44.58;51.76
44.68;52.78
49.48;60.84
55.97;72.69
57.76;79.15
58.08;83.34
57.5;84.48
55.93;81.93
58.54;80.61
58.81;78.07
58.08;75.92
57.44;75.87
56.19;75.34
57.25;77.61
56.76;84.24
60.84;89.06
64.03;84.83
64.18;75.7
59.69;74.54
56.19;73.9
44.61;68.24
42.61;60.71
41.29;58.87
41.12;57.15
40.29;54.81
41.88;52.08
49.2;55.83
60.43;55.95
62.65;56.25
62.58;66.5
61.61;70.15
60.53;67.87
59.43;66.71
59.07;60.68
60.43;58.51
60.53;57.22
60.84;58.24
63.98;57.39
68.08;62.77
69.62;72.88
67.86;70.75
61.84;62.17
56.26;60.13
53.67;57.76
64.4;57.55
59.18;52.88
55.59;49.56
54.43;49.2
53.07;48.04
53.08;48.51
54.04;45.63
55.54;45.41
62.6;45.46
69.65;50.24
71.01;49.63
69.69;52.65
67.04;56.91
60.07;52.98
55.69;48.24
53.31;43.58
53.33;40.66
55.71;44.1
70.97;51.57
71.69;58.19
71.47;58.35
67.49;57.88
66.27;51.47
63.04;49.33
42.16;49.64
39.58;48.16
33.01;39.86
29.85;35.82
30.76;36.91
33.01;39.5
43.4;49.64
56.98;62.65
59.37;67.78
59.96;67.98
58.5;67.91
57.38;67.07
54.69;64.62
52.57;61.34
49.39;58.69
49.83;58.97
49.83;57.84
53.95;62.6
64.59;75.01
68.23;78.57
67.97;78.47
67.15;76.51
60.71;69.62
50.55;59.36
47.63;53.43
42.11;48.42
40.52;46.53
39.55;45.44
39.33;45.2
41.63;47.61
48.48;54.72
63.91;69.4
67.16;74.17
65.43;72.83
64.67;74.5
62.5;71.94
60.51;69.51
57.25;65.21
54.34;63.06
55.1;63.37
56.26;64.25
61.03;68.96
66.47;77.09
67.89;78.14
68.08;77.95
67.63;76.37
60.71;69.2
49.83;58.99
49.98;56.43
45.1;51.89
42.89;49.19
42.49;48.94
42.39;48.82
42.89;49.1
50;56.19
61.48;67.02
65.02;72.42
65.05;72.18
61.9;70.52
59.9;68.84
58.37;67.69
59.62;68.05
57.12;65.43
57.9;65.45
57.9;65.42
59.15;66.85
64.48;75.06
67.12;77.26
67.53;77.53
66.08;75.26
61.23;69.6
52.3;60.47
49.98;55.76
43.89;49.92
44.53;50.02
41.73;47.07
41.73;47.38
43.49;48.98
51.37;56.94
61.87;66.6
63.15;70.3
63.63;70.31
61.9;70.02
59.8;67.98
59.62;68.07
59.9;66.98
58.9;66.11
58.42;65.91
58.37;65.4
59.51;67.04
65.65;75.46
69.62;79.17
67.88;77.36
66.77;75.24
62.15;69.48
60.07;67.78
59.9;65.01
50.55;56.02
47.63;52.78
45.29;51.04
45.13;50.47
48.55;53.51
57.57;62.37
62.58;67.27
65;72.08
65.94;72.62
64.1;72.24
63.26;71.54
62.58;70.87
62.15;69.54
60.87;68.83
60;68.01
60;68.04
60.87;69.15
62.78;73.23
66.5;76.47
66.77;76.09
65.72;73.95
63.37;70.89
62.3;69.59
61.94;67.89
59.62;65.2
53.8;59.33
46.1;52.07
45;51.05
44.64;50.61
46.16;52.19
52.52;58.23
52.52;58.3
56.73;61.66
59.62;64.75
58.37;63.64
56.74;62.07
57.9;63.58
55.01;60.9
50.57;56.18
48.15;53.69
48.67;54.33
57.1;64.32
60.71;68.15
60.1;67.3
59.04;66.25
55.5;61.92
52.41;59.24
48.53;55.49
48.18;54.72
43.69;50.75
40.2;48.59
38.39;46.73
39.6;48.28
40.2;47.52
42.15;49.47
41.49;48.99
42.69;49.25
44.69;51.64
42.69;49.89
46.07;53.5
42.99;50.59
41.99;49.88
40.18;47.7
38.64;46.63
41.37;47.9
53.65;62.77
60.71;68.09
62.49;69.58
60.19;67.32
57;63.45
51.69;58.68
42.69;49.34
40.2;47.11
40.2;48.17
37.87;47.19
36.4;44.16
39.19;46.5
46.07;53.68
61.64;67.67
66.26;73.45
64.93;72.11
61.69;69.8
59.69;68.03
56.62;65.15
54.98;62.19
54.98;62.13
51.69;58.9
50.55;58.24
52.47;60.68
60.94;71.25
64.95;74.97
62.58;72.07
58.11;67.07
53;60.96
48.16;56.11
45.2;50.49
42;47.34
39.51;44.96
36.4;42.36
34.99;40.98
36.46;42.09
46.53;51.77
57.9;63.26
59.94;67.73
59.73;66.67
57.68;65.81
58;66.16
55.56;64.17
54.59;61.52
52.81;60
51.29;58.42
50.61;57.71
51.16;58.57
57.42;67.86
61.23;71.61
60.71;71.31
59.36;68.55
54.69;63.18
49.98;57.99
42.69;48.3
41.19;47.11
40.19;45.98
39.64;45.39
39.99;45.46
41.19;46.5
49.69;55.07
56.86;62.25
59.3;66.5
59.01;66.17
57.69;66.27
54.14;62.47
52.57;60.92
52.57;59.68
50.55;57.56
50;56.91
50;56.9
53.49;60.95
58.44;68.37
62.58;71.94
65.25;74.28
63.15;71.15
60;67.28
56.86;63.85
56.86;63.09
51.91;58.49
47.4;54.1
45.29;51.9
45.13;51.73
48;54.3
56.69;63.4
58.01;64.49
58.3;66.01
58.96;65.98
58.71;67.12
58.56;67.22
58.3;67.04
58.15;65.52
57.69;65.04
56.69;63.8
56.52;63.92
56.69;64.24
57.5;67.37
59.19;68.8
59.6;68.87
58.01;66.02
52.57;60.95
49.11;57.15
48.57;54.47
44.64;50.74
40.2;46.62
38.99;45.56
38.01;44.6
39.59;45.83
47.26;53.4
54.71;60.91
57.73;65.44
58.57;65.43
58.2;66.34
57.94;65.96
56.69;64.89
54.43;61.23
52.79;59.91
51.21;58.38
44.92;52.92
50.1;58.23
57.52;67.97
58.19;68.3
53.49;64.58
50.82;60.54
48.98;57.94
48.41;56.24
52.26;58.76
48.69;56.74
44.5;52.32
43.4;50.64
41.5;47.9
42.2;48.42
41.89;48.27
45.26;51.81
45.04;51.57
53.71;59.9
55.51;62.21
53.74;59.62
50.04;55.99
51.16;57.15
49.94;56.23
49.02;55.2
46.29;52.69
47.63;53.45
52.7;60.87
57.69;65.95
58.11;65.66
58.19;65.8
57.42;64.57
56.69;63.61
53.71;60
50;56.51
46.28;52.75
43.6;51.17
43.31;50.69
43.31;50.48
43.43;50.59
41.69;49.35
42.19;49.64
45.45;53.02
51.1;57.46
50.23;56.39
49.49;55.73
49.68;55.98
48.16;54.57
43.45;50.47
41.89;49.41
43.45;49.98
45.24;52.95
54.26;61.78
56.52;63.9
56.77;64.05
55.34;62.01
48.69;55.36
50.51;57.15
40.39;48.08
38.32;47.14
37.25;45.67
34.92;44.14
35.09;42.96
39.69;47.2
50.21;57.55
50.21;59.05
52.69;60.68
51.9;61.22
49.92;59.7
49.49;59.49
45.47;54.49
42.21;51.95
39.22;48.65
39.2;49.02
40;49.66
47.95;59.86
53.1;64.67
50.51;61.81
45.39;56.1
42.84;52.56
39.22;49.3
34.43;41.95
32.3;40.82
29.99;38.08
22;30.73
21.07;29.23
26.07;34.9
34.57;42.44
41.43;47.86
42.5;51.78
45.07;53.69
46.38;55.72
42.18;52.04
40;50.21
39.8;48.55
39.86;48.55
39.17;47.71
39.52;48.03
40.13;48.9
49.2;60.22
53.12;64.07
53.15;63.46
53.15;62.14
50.1;58.12
47.02;55.19
54.68;53.88
52.74;48.34
49.25;46.85
45;46.86
45.18;47.15
49.25;47.42
57.65;56.89
70.51;58.45
71.61;60.21
72.69;60.51
73.33;60.85
73.31;59.76
72.71;57.06
71.69;57.1
70.51;56.73
69.94;54.21
71.11;51.33
72.76;54.04
73.69;60.79
74.29;64.32
74.9;64.25
71.59;63.66
68.73;59.86
67.42;58
39.87;58.41
34.92;55.8
34.26;51.32
32.55;49.07
32.49;49.58
34.58;55.63
40;57.47
54.62;58.89
60;61.91
58;61.65
56.67;60.37
55.97;59.06
54.37;57.65
53.67;56.67
51.96;55.64
48.47;54.61
47.47;54.43
52.01;58.09
55.79;62.27
58.29;66.31
53.69;63.76
52.62;61.77
44.25;57.79
39.85;54.98
48.51;55.66
42.1;49.9
36.68;44.49
34.4;42.41
33.81;41.64
34.09;42.08
41.91;49.4
48;54.58
48;55.68
48.3;55.9
47.08;54.7
43.47;51.99
41.02;49.92
39.83;48.94
39.1;48.45
37.3;45.91
36.21;45.46
38.15;47.45
42.18;51.79
44.95;54.2
41.01;50.44
39.1;48.76
36.25;45.14
34.56;43.76
48.76;38.44
43.02;37.62
36.85;32.16
36.01;31.67
36.01;30.4
41.63;31.62
47.12;35.28
50.7;36.93
54.02;41.86
53.9;46.5
52.15;46.85
51.1;46.91
51.76;47.38
51.2;48.84
50.7;47.88
51.01;46.91
50.96;43.32
50.96;47.6
50.51;52.28
50.07;54.85
51.23;55.23
53.96;54.56
51.1;50.29
49.41;47.32
50.49;45.02
43.81;38.32
40.73;32.25
40.1;25.94
39.6;24.36
40.48;21.71
47.53;23.16
51.37;28.14
55;33.24
54.18;37.07
52.51;42.79
51.53;45.67
51.12;42.93
51.04;39.66
50.75;37.52
50.42;34.08
50.75;32.56
50.84;36.55
51;43.29
51.23;47.2
52.22;49.14
53.92;48.82
51.53;47.1
49.75;39.76
50.69;40.73
50.54;39.5
50.12;38.25
49;35.93
47.81;37.26
47.36;38.24
45;44.8
44.24;50.32
46.95;53.07
50.12;55.49
51.83;54.8
51.83;55.08
52.93;55.35
54;55.53
53;54.92
50.57;52.57
47.01;52.19
44.5;55.34
44.19;59.47
44.1;63.95
45.9;64.24
49.02;63.34
48.15;57.68
44.4;55.44
49;55.65
41.11;47.54
38.83;43.75
38.81;43.95
37.53;43.25
38.03;43.91
40.15;48.38
44.03;56.63
46;61.07
49.1;61.16
49.3;60.73
50.1;59.09
52.66;57.23
53.25;56.18
52.66;56.34
52.5;55.71
52.89;55.61
53.81;57.84
52.15;63.39
50;68.97
50;64.23
50.39;64.11
49.3;58.61
45;58.38
53.03;52.76
49.49;49.37
46.53;46.28
43.75;46.42
43.16;45.79
45.27;48.41
47.77;53.08
50.17;55.52
52.69;58.68
53.85;59.51
53.85;60.03
53.8;58.36
54.52;58.43
54.75;57.58
54.64;57.22
53.85;57.3
53.95;57.03
53.81;57.73
52.89;60.14
51.76;64.74
52.72;64.05
53.81;62.76
53;58.56
51.06;57.79
52.19;56.96
51.69;54.66
50.67;52.64
50.49;52.16
50.4;50.8
49.49;53.31
47.19;56.36
45;57.45
45;59.19
48.3;58.67
48.5;57.9
48.5;55.79
47.22;55.2
45.1;55.32
44;54.69
40;54.61
38.55;54.92
38.15;55.27
38.15;58.31
41.59;64.24
48.31;63.76
52.35;61.06
53.5;58.8
52.15;58.18
58.08;55.82
55.04;53.59
53.45;51.83
53.27;49.51
53.17;47.67
53.22;50.69
55.93;54.96
60.88;55.58
60.88;57.45
60.88;57.32
58.44;56.37
56.42;55.76
58.08;55.23
58.15;55.24
56.9;55.61
55.7;54.74
54.49;55.08
53.17;55.91
53.63;58.66
59.09;64.64
60.88;65.03
60.88;63.25
57.01;59.46
53;58.33
53.67;58.21
50.15;57.17
48.02;57.31
47.15;56.97
47.04;55.49
48.02;55
56.1;54.8
63.92;56.06
66.41;55.7
66.53;54.81
64;54.91
62.69;54.5
61.6;52.21
59.6;51.88
58.48;51.9
57.2;47.78
60.88;47.07
63.77;47.05
65.3;53.06
67.05;55.64
62.58;56.49
60.7;55.81
60.43;54.77
56.7;53.18
56.5;41.75
54.7;36.93
53.01;36.11
50.05;31.61
48.94;27.91
49;29.56
50.81;30.41
54.02;28.34
54.59;30.83
56.2;32.15
60.87;28.89
62.76;28.69
64.92;28.25
62.02;25.38
58.03;25.37
57.07;23.75
57.31;23.25
70.69;25.2
76.41;34.65
77.07;46.34
75.13;46.9
74.49;42.36
72.05;42.62
69.46;40.59
27.04;36.35
14;25.42
12.16;23.14
12;22.67
12;23.43
15.89;26.76
33.83;42.71
41;48.4
42.86;51.01
40;47.53
34.57;42.49
32.89;40.91
31.97;40.49
32.2;40.75
31.7;40.63
32;41.18
36.61;44.93
41.82;49.92
44;52.5
47.51;55.87
49.51;57.58
44.94;53.53
39.96;48.78
33.55;42.78
29.58;37.89
28.61;37.87
27.73;35.85
27.75;35.91
28.43;36.46
29.49;37.34
37.72;44.81
44.92;50.44
47.1;53.97
45.82;52.79
42.89;49.99
39.18;46.94
38.53;46.64
37.89;46.41
38.1;47.52
37.53;46.06
35;43.86
41.35;49.59
44.47;53.38
49.51;58.51
50.96;59.72
43.46;52.62
41;48.99
40.01;48.02
38.42;45.64
32.14;41.22
33.59;41.84
29.68;38.27
28.71;37.72
33.44;42
40.26;48.05
48.9;55.52
50.14;57.47
48.97;56.16
48.51;55.56
47;54.56
46.47;54
46.45;54.08
46.45;54.89
46.25;54.15
46.45;54.54
46.47;55.08
47.97;57.18
52.09;60.71
52.8;60.91
50.84;59.01
48.25;55.99
46.47;54.76
46.23;53.38
37.79;45.62
35.39;43.85
35.14;43.25
35.39;43.25
36.6;44.06
45.85;52.52
47.2;53.37
47.69;54.33
48.21;54.92
47.69;54.51
46.86;53.69
46.3;53.24
46.23;53.33
45.95;53.5
45.95;53.35
45.95;53.22
46.23;53.6
47.51;55.89
50.1;58.32
51.25;59.13
51.25;59.3
49.07;56.24
48.21;55.3
47.88;53.76
45.76;51.43
41.39;47.87
40.35;46.6
40.05;46.59
41;47.37
45.85;52.49
47;52.81
48.46;55.52
50.53;56.89
49.6;56.05
48.87;55.51
46.62;53.74
47.08;54.29
46.99;54.62
46.4;53.94
46.11;53.74
46.7;54.41
46.29;55.06
48.99;57.16
50;59.12
49.17;58.47
47.69;55.11
46.29;52.91
47.69;53.51
45.85;51.94
40.05;47.82
41.63;49.01
40.05;47.37
40.05;47.3
42.7;49.66
44.32;51.11
44.32;51.77
44.6;51.74
42.7;49.99
43.3;50.65
40.05;47.85
41;48.82
41;48.89
38.9;47.21
38.6;46.88
39.6;47.91
43.61;51.99
47.69;55.21
48.97;56.8
48.69;55.7
47.51;53.75
47.69;53.94
48.4;56.68
47.1;55.37
44.8;53.51
41.63;51.14
44.6;54
45.85;55.1
47.03;55.59
45.85;55.09
45.85;55.26
45.85;54.56
42.5;52.7
42.87;51.72
44;53.01
44.6;53.4
41.92;51.06
37.89;47.03
36.4;46.66
36.6;46.44
37.49;47.83
47.52;55.11
50.35;57.25
50.85;57.71
49.69;55.59
48.23;54.53
49.01;56.98
47.08;55.55
44.07;52.5
45.89;54.03
46.11;54.56
48.19;56.35
48.99;56.6
50.35;57.48
50.69;57.68
51.13;58.15
50.23;56.4
49.01;55.19
48.97;55.48
48.19;54.72
45.95;52.73
45.01;51.76
43;50.12
42.51;49.55
42.76;50.53
47.02;54.85
49;56.91
48.97;56.73
45.97;53
44.59;52.58
46.51;54.01
37.99;46.07
37.24;45.82
36.89;44.61
37.24;44.78
37.99;45.39
47.56;53.63
48.65;54.07
51.02;57.85
52.15;56.86
51.19;57.23
50.19;56.14
49.51;55.68
48.49;54.9
47.76;54.43
44.02;51.28
44.43;51.51
47.49;54.68
48;56.22
49.69;57.83
48.51;56.88
48.49;56.54
46.11;53.46
41.57;49.48
36;43.74
30.51;38.24
29.2;37.31
29.05;38.36
29.05;37.67
30.41;38.91
35.19;42.95
40.19;46.92
43.02;49.8
41.74;49.81
38.1;46.14
36.69;44.59
36.25;44.19
35.95;44.19
35.02;43.49
36.35;44.63
36.9;45.24
39.6;47.84
42.4;51.37
48.42;57.31
48.47;57.3
47.69;56.37
46.11;53.59
41.56;49.55
39.6;47.86
34.97;43.62
28.91;37.59
28.65;37.62
